Used_Algorithm,run_id,video_name,video_length,video_avg_bitrate_quality1,video_avg_bitrate_quality2,video_avg_bitrate_quality3,video_avg_bitrate_quality4,video_avg_bitrate_quality5,pattern_avg_throughput,pattern_timeshift,sim_avg_quality,sim_nr_of_switches,sim_nr_of_stallings,sim_avg_stalling_time,sim_total_stalling_time,sim_max_stalling_time,sim_avg_buffer_level,sim_max_buffer_level,sim_startup_nr_of_stallings,sim_startup_nr_of_switches,sim_startup_total_stalling_time,sim_endphase_nr_of_stallings,sim_endphase_nr_of_switches,sim_endphase_total_stalling_time,sim_critbuff_time,sim_lowbuff_time,sim_riskybuff_time,sim_healthybuff_time,sim_bloatedbuff_time,sim_jumps_1_levels,sim_jumps_2_levels,sim_jumps_3_levels,sim_jumps_4_levels,opt_avg_quality,opt_nr_of_switches,opt_avg_buffer_level,opt_max_buffer_level,opt_critbuff_time,opt_lowbuff_time,opt_riskybuff_time,opt_healthybuff_time,opt_bloatedbuff_time,opt_jumps_1_levels,opt_jumps_2_levels,opt_jumps_3_levels,opt_jumps_4_levels,opt_avg_quality_afull,opt_nr_of_switches_afull,buff_D,meta_alpha,meta_nn_model
HASBRAIN,002ecb2b-1d2e-4cf5-857a-db599a558189,lTZiRG1Hys0,326,0.378718937,0.663249881,0.03716584,0.082104254,0.1945169,0.007139814,189,3.484662577,1,0,0,0,0,63.93883792,97,0,0,0,0,0,0,0.741776686,2.422096156,4.829903277,237.7464431,168.9249218,1,0,0,0,3.947852761,2,11.54058193,25,35.48311235,144.1739533,219.4591311,105.6340126,0,1,1,0,0,4.039877301,93,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,004f44c4-a55d-45c0-85c4-66b5a6fd1d7d,YddVJx4yT1E,469,0.243436896,0.477239949,0.037763821,0.083703448,0.127672677,0.006076044,378,3.012793177,1,0,0,0,0,61.54893617,149,0,0,0,0,0,0,24.69581724,28.98000473,67.89886252,255.6647434,123.8076866,1,0,0,0,3.541577825,1,24.48668797,46,23.73110161,28.41664888,112.1592096,336.1895902,0,1,0,0,0,3.616204691,113,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,006a15b1-b2aa-4b91-81eb-a80b87c7a952,aZ4KNMnTsIs,386,0.413797029,0.82626675,0.038917554,0.085881216,0.207881202,0.005184078,77,3.077720207,1,0,0,0,0,69.97674419,130,0,0,0,0,0,0,3.003190311,5.892516051,16.97041305,250.3551178,156.6618927,0,1,0,0,3.471502591,1,39.50582147,78,17.60044357,28.85541937,47.28551743,337.3117358,83.33636186,1,0,0,0,3.562176166,60,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,00c32701-1823-489f-bc8a-bfd2bf2d1a78,IyTv_SR2uUo,296,0.390249874,0.780597622,0.037499315,0.08259445,0.213628396,0.011483274,700,3,0,0,0,0,0,27.02020202,37,0,0,0,0,0,0,1.52787691,4.471619659,9.83294376,253.9702292,0,0,0,0,0,3.114864865,1,26.1450253,35,1.224132878,4.200877909,9.872350963,265.191505,0,0,1,0,0,3.162162162,4,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,00ed8a49-cff5-499e-98c8-74d335d52227,ADgG7U3uErQ,268,0.097682428,0.211973632,0.014307065,0.031395781,0.048114577,0.007702502,154,4,0,0,0,0,0,75.81040892,147,0,0,0,0,0,0,2.358268903,4.748610278,9.779307602,115.3469665,77.1564762,0,0,0,0,5,0,11.33705773,20,10.84297181,71.32108577,201.5683827,49.81231246,0,0,0,0,0,5,0,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,00fc22ad-faa1-443f-b935-61e6ff9edec1,UYsjWR1bZBc,318,0.314135413,0.533550943,0.036933853,0.081696285,0.173667958,0.012735089,217,3.100628931,1,0,0,0,0,82.77429467,150,0,0,0,0,0,0,1.294546578,3.204296775,4.364033412,167.6877585,110.647578,0,1,0,0,4,0,8.671899529,20,79.15918227,184.5756693,259.0039244,51.16463579,0,0,0,0,0,4.081761006,62,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0160af54-41f4-44cc-a720-d3deac1d89c6,xe-f4gokRBs,398,0.320061809,0.583676382,0.03689196,0.082803015,0.172432663,0.00923626,98,3.110552764,1,0,0,0,0,112.7243108,235,0,0,0,0,0,0,2.621574495,8.665154367,13.73536068,154.1275755,119.5026871,0,1,0,0,4.133165829,2,21.64366374,49,17.11011952,93.54681767,148.7125745,238.1720827,0,2,0,0,0,4.22361809,75,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0184300b-19f0-4169-baca-0546f5f02fc5,PWPmUd3w8mo,432,0.015950093,0.031656728,0.008078549,0.015245154,0.021616914,0.00645527,441,4.912037037,2,1,17.55211695,17.55211695,17.55211695,65.21658986,161,1,1,17.55211695,0,0,0,21.61293611,39.48932919,43.44557312,249.5015745,111.6962137,2,0,0,0,4.944444444,1,52.59653179,136,9.047727075,74.12031973,89.60996224,211.0113803,74.92784139,0,1,0,0,4.981481481,8,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,018a685d-6142-4635-adec-9c36296026e1,D81u4XkDNLY,294,0.22418966,0.436398204,0.017604599,0.058321061,0.119982803,0.003995421,448,3,0,1,14.49092929,14.49092929,14.49092929,35.15878378,72,1,0,14.49092929,0,0,0,26.67759346,57.00537495,79.99203734,160.0766698,20.02435625,0,0,0,0,3.278911565,2,16.64516129,35,62.34804717,109.5261597,155.1202611,141.9459637,0,2,0,0,0,3.37755102,50,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,01980f2b-9210-4fe7-95c7-bdf287dc5f9b,DXU360o_w64,287,0.388188618,0.774830829,0.036979512,0.082118569,0.199369236,0.007474966,553,3,0,0,0,0,0,22.78472222,37,0,0,0,0,0,0,0.329587189,7.878794915,23.85464657,237.2876742,0,0,0,0,0,3.142857143,1,20.27652174,37,9.519918068,37.50234049,66.6855857,220.0342358,0,1,0,0,0,3.236933798,25,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,01b07ab8-b85b-471f-b7b4-89d29f289dd8,PWPmUd3w8mo,432,0.015950093,0.031656728,0.008078549,0.015245154,0.021616914,0.002688291,406,4.912037037,2,1,6.800363279,6.800363279,6.800363279,72.61520737,170,1,1,6.800363279,0,0,0,19.4437557,28.80036328,31.73407411,240.9479294,142.4282093,2,0,0,0,4.925925926,1,68.47630058,157,3.434414603,25.96118447,40.17901535,239.0692201,149.0923374,0,0,0,1,4.990740741,2,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,01b2791a-52a2-4df2-88d0-25de49123e1a,GUEZCxBcM78,311,0.372617946,0.743920566,0.036694585,0.082386512,0.188185338,0.009843022,210,3.073954984,2,0,0,0,0,61.08012821,121,0,0,0,0,0,0,1.491364854,4.451342227,22.40886878,172.1431683,89.62828079,2,0,0,0,3.649517685,1,22.82664526,43,1.211854617,8.556392188,110.1649002,186.2551315,0,1,0,0,0,3.736334405,107,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,01bcb8de-8d84-4292-a982-ce58b4d30fad,GeyDf4ooPdo,341,0.387392313,0.77328366,0.03667932,0.081834917,0.211769806,0.01013821,84,3.017595308,1,0,0,0,0,82.80409357,179,0,0,0,0,0,0,2.037318169,5.805764619,24.84194006,141.6017421,80.923561,1,0,0,0,3.812316716,1,14.73060029,29,16.93714687,73.15561238,174.3498763,167.1729175,0,0,1,0,0,3.909090909,39,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0241114a-14ba-4ef6-a702-4532634430de,UYsjWR1bZBc,318,0.314135413,0.533550943,0.036933853,0.081696285,0.173667958,0.005553554,434,3.022012579,1,1,14.04071828,14.04071828,14.04071828,56.903125,121,1,0,14.04071828,0,0,0,16.99431359,38.04071828,65.80852681,149.0963309,95.1710028,1,0,0,0,3.672955975,3,10.58398744,23,51.79693669,139.3203232,219.4539833,99.31853458,0,3,0,0,0,3.767295597,66,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,024dd4d9-6278-411c-ba9e-1dc89790b6c3,rrlr02YDr5A,268,0.38188209,0.68288408,0.036969652,0.081589055,0.201824876,0.004829718,623,3,0,0,0,0,0,48.60223048,90,0,0,0,0,0,0,29.77754197,35.76082392,44.42766187,143.1377305,96.71753847,0,0,0,0,3.347014925,2,10.22718808,24,58.48631167,141.7527049,191.1269534,70.27427035,0,2,0,0,0,3.444029851,35,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,02aca244-2513-4b6d-907f-8f72550d3648,lTZiRG1Hys0,326,0.378718937,0.663249881,0.03716584,0.082104254,0.1945169,0.007373839,546,4,0,5,18.69305457,93.46527285,28.52705597,10.65662651,26,2,0,46.57636687,0,0,0,100.4542251,246.7940768,326.1239282,84.8350655,0,0,0,0,0,3.570552147,5,11.38437979,30,76.71390775,172.6211701,231.0517682,96.22744237,0,3,2,0,0,3.665644172,72,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,031ecca4-0df9-4f27-8af4-c5f4d1bea55f,GeyDf4ooPdo,341,0.387392313,0.77328366,0.03667932,0.081834917,0.211769806,0.00685135,336,3.005865103,1,0,0,0,0,73.84795322,163,0,0,0,0,0,0,3.028265481,24.80250008,41.72776302,139.9389344,91.92286029,1,0,0,0,3.909090909,2,9.814055637,24,59.58732058,166.0554673,287.8441132,51.34208905,0,2,0,0,0,3.991202346,50,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,033b2953-3d05-4f5e-b130-544ee9b119f7,vlDzYIIOYmM,242,0.391944331,0.782973223,0.037585675,0.083042799,0.214413223,0.011319411,140,4,0,7,13.36732204,93.57125426,18.59828921,6.18,15,1,0,12.2616825,2,0,25.94898036,115.845071,278.5330921,324.6421241,0,0,0,0,0,0,3.533057851,2,22.62268041,42,9.604643028,21.56525487,58.88054115,176.1272657,0,2,0,0,0,3.628099174,76,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,033d853b-c971-4d70-877c-aff6bc5d5c33,D81u4XkDNLY,294,0.22418966,0.436398204,0.017604599,0.058321061,0.119982803,0.002688291,406,3,0,0,0,0,0,41.22372881,77,0,0,0,0,0,0,11.82942625,38.7164943,54.63142255,165.9899628,57.78170213,0,0,0,0,3.431972789,3,20.76400679,47,15.19665199,87.89526158,120.7282164,172.3727616,0,3,0,0,0,3.527210884,61,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,034323c8-186a-413b-b264-b98607e0035e,D81u4XkDNLY,294,0.22418966,0.436398204,0.017604599,0.058321061,0.119982803,0.003219208,455,3.088435374,1,1,15.04251294,15.04251294,15.04251294,32.15878378,60,1,0,15.04251294,0,0,0,37.87600302,66.69063299,85.97675784,176.2730441,0,1,0,0,0,3.258503401,4,13.8098472,30,45.80104003,114.0248043,164.3749012,132.6138059,0,4,0,0,0,3.353741497,41,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,038116ab-1e9a-4efd-85d8-ad6cc8e2fe46,PeavKgzqRyI,371,0.14477848,0.273938501,0.015864812,0.051274969,0.069134131,0.002342774,567,3.973045822,1,0,0,0,0,66.3655914,137,0,1,0,0,0,0,2.520792111,15.95607817,23.73293048,214.546517,146.723876,1,0,0,0,4.698113208,1,20.32974428,41,28.87950613,75.94140012,122.5356192,210.5788086,0,1,0,0,0,4.738544474,35,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,038b93f1-85dd-41cc-bb22-5fcace760eae,rrlr02YDr5A,268,0.38188209,0.68288408,0.036969652,0.081589055,0.201824876,0.011309363,252,3.007462687,1,0,0,0,0,61.08178439,123,0,0,0,0,0,0,3.734084059,19.15278526,37.92201309,111.4547664,78.0910725,1,0,0,0,3.835820896,1,15.80633147,30,7.208350728,59.88650251,104.6885852,160.62288,0,0,1,0,0,3.914179104,52,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,039f5563-8596-4521-b076-4649a0244f77,lTZiRG1Hys0,326,0.378718937,0.663249881,0.03716584,0.082104254,0.1945169,0.00981774,175,4,0,2,12.30419001,24.60838002,14.86400003,13.36778116,31,1,0,14.86400003,0,0,0,78.66027544,181.8528045,214.3712893,129.5027693,0,0,0,0,0,3.929447853,3,12.25727412,26,31.06560934,143.1614976,211.3656425,116.1611231,0,2,1,0,0,4.018404908,84,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,044eea2a-7e57-4b3f-8f4d-1d5a274bea69,ntkD_Iumjlo,404,0.30430631,0.528492079,0.029550832,0.065593426,0.16973697,0.007424403,329,3.034653465,2,0,0,0,0,57.14567901,118,0,0,0,0,0,0,3.820597291,11.6523203,24.41763881,266.2280529,118.2520212,2,0,0,0,3.502475248,1,26.24969098,53,34.74468462,53.63597672,94.1457551,306.805681,0,1,0,0,0,3.569306931,94,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0496c05c-8d82-4956-b2a2-a75bf0f7e394,ADgG7U3uErQ,268,0.097682428,0.211973632,0.014307065,0.031395781,0.048114577,0.00296639,420,4,0,1,12.42123418,12.42123418,12.42123418,56.49259259,120,1,0,12.42123418,0,0,0,17.00980389,22.42123418,26.15399064,138.4472023,68.41151562,0,0,0,0,4.615671642,2,15.91061453,27,18.23490783,55.71257903,93.4694361,154.6690768,0,2,0,0,0,4.712686567,33,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,051e081e-2512-417e-9cee-abcb1f9515ad,DXU360o_w64,287,0.388188618,0.774830829,0.036979512,0.082118569,0.199369236,0.00697928,21,3.003484321,1,0,0,0,0,55.08333333,89,0,0,0,0,0,0,0.352995292,21.71040211,25.6788808,176.132693,122.3189915,1,0,0,0,3.397212544,1,37.05913043,80,12.85657715,42.73759744,60.01861834,228.1649771,61.50741767,1,0,0,0,3.487804878,89,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,05429475-c950-45a2-95b3-fce0f997a384,rrhc5-Fxo0g,345,0.292139733,0.5698416,0.036345067,0.0819888,0.150504533,0.007171585,392,3.014492754,1,0,0,0,0,61.77456647,138,0,0,0,0,0,0,19.98833435,35.88820487,42.88122884,168.3106955,89.72463898,1,0,0,0,3.768115942,2,15.8422576,28,22.62526492,58.92370023,123.8411381,210.7615136,0,2,0,0,0,3.860869565,59,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,05a41f60-5dbb-416b-b186-b48655f25e90,DXU360o_w64,287,0.388188618,0.774830829,0.036979512,0.082118569,0.199369236,0.001384005,413,3,0,1,8.146157463,8.146157463,8.146157463,36.14878893,72,1,0,8.146157463,0,0,0,19.4496651,57.9322153,71.67854147,156.0277022,47.93849836,0,0,0,0,3.341463415,2,19.16695652,43,43.02554871,103.484933,139.5141065,150.3257008,0,2,0,0,0,3.43554007,76,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,05ac367a-c6f8-4e9b-9d34-925ebc04476d,vlDzYIIOYmM,242,0.391944331,0.782973223,0.037585675,0.083042799,0.214413223,0.009286824,147,4,0,6,14.82953462,88.97720773,19.73730752,6.088353414,13,1,0,11.61064065,2,0,35.31540665,103.6089133,285.7751527,322.1142761,0,0,0,0,0,0,3.553719008,2,18.6556701,40,0.665681271,48.81884507,86.44892871,142.9301497,0,1,1,0,0,3.640495868,49,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,05b4adfc-0049-46de-8800-eb5016c8f6ed,vlDzYIIOYmM,242,0.391944331,0.782973223,0.037585675,0.083042799,0.214413223,0.008241846,539,4,0,8,19.32794536,154.6235629,30.36236115,5.87250996,14,2,0,45.20796397,1,0,12.23646117,153.1364299,358.6620608,387.0644429,0,0,0,0,0,0,3.053719008,3,18.18969072,36,1.846603227,56.83135106,111.2542922,121.1313741,0,2,1,0,0,3.152892562,27,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,05d3751b-866e-41c2-8e8e-c5e58fa715f2,lTZiRG1Hys0,326,0.378718937,0.663249881,0.03716584,0.082104254,0.1945169,0.004677121,469,3.015337423,1,2,16.00382372,32.00764743,22.96244178,51.34042553,121,1,0,22.96244178,0,0,0,46.65587486,104.2198345,113.8261835,127.8134887,82.81800031,1,0,0,0,3.610429448,6,12.07656968,29,60.52810074,129.0724195,197.0915053,131.5495754,0,3,3,0,0,3.702453988,71,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,05dcdd78-86f9-484e-a814-97b82aa05984,D81u4XkDNLY,294,0.22418966,0.436398204,0.017604599,0.058321061,0.119982803,0.004677121,469,3,0,2,9.584837845,19.16967569,9.810697451,31.14814815,65,2,0,19.16967569,0,0,0,29.96339665,45.79065744,87.38488303,165.2822956,15.73476989,0,0,0,0,3.207482993,4,10.94057725,26,56.58733219,129.9994784,202.9993701,92.30769989,0,4,0,0,0,3.306122449,51,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,05e421a7-478a-4eb1-959a-9c95f61a1568,vlDzYIIOYmM,242,0.391944331,0.782973223,0.037585675,0.083042799,0.214413223,0.00754349,504,4,0,8,19.14347843,153.1478275,34.06681327,5.561752988,16,3,0,81.70126822,1,0,14.61409176,156.9396909,367.8010249,383.3212481,0,0,0,0,0,0,3.049586777,3,14.33814433,37,44.80746594,83.26625453,135.1929617,100.3187406,0,2,1,0,0,3.144628099,37,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,05e8b1e4-484e-4c80-ac8b-4db40625c273,lTZiRG1Hys0,326,0.378718937,0.663249881,0.03716584,0.082104254,0.1945169,0.003134935,630,3.481595092,1,2,8.132925626,16.26585125,8.741709717,28.37082067,66,0,0,0,1,0,7.524141534,33.22231643,62.17614088,127.5696139,209.1077227,39.99540867,1,0,0,0,3.515337423,5,20.0245023,44,43.44438489,80.76582067,165.684719,162.7036955,0,3,2,0,0,3.607361963,53,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0611f5fa-3679-4530-b8fb-d2583ba698dd,D81u4XkDNLY,294,0.22418966,0.436398204,0.017604599,0.058321061,0.119982803,0.005191183,665,3,0,0,0,0,0,38.22372881,58,0,0,0,0,0,0,13.83991263,18.90437286,29.64131084,229.0836588,0,0,0,0,0,3.098639456,1,35.93887946,58,14.41127407,19.35829188,38.37935022,249.8224435,0,1,0,0,0,3.19047619,60,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0615d5d3-d5aa-41bd-9c6c-9600d2be5e77,PWPmUd3w8mo,432,0.015950093,0.031656728,0.008078549,0.015245154,0.021616914,0.00685135,336,4.912037037,2,0,0,0,0,82.8221709,185,0,1,0,0,0,0,2.297590607,18.46513692,20.68647681,230.6003305,149.5108965,2,0,0,0,5,0,81.56763006,174,2.135399401,18.24983321,20.56476177,240.9778168,159.9607258,0,0,0,0,5,0,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,06266463-36ce-48fc-95d2-759460364a33,kxLoycj4pJY,398,0.367872362,0.661927136,0.036880402,0.082255779,0.190305528,0.005806372,63,3.100502513,1,0,0,0,0,114.8170426,229,0,0,0,0,0,0,1.994652982,3.793281173,5.308993588,171.2598064,111.2139972,0,1,0,0,3.997487437,2,27.40777917,52,1.16021531,33.76552126,65.54794744,321.1453713,0,1,1,0,0,4.08040201,67,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0646d479-9c4f-498e-9ccb-aec376babe5b,PWPmUd3w8mo,432,0.015950093,0.031656728,0.008078549,0.015245154,0.021616914,0.009295251,581,4.99537037,1,0,0,0,0,43.74133949,102,0,1,0,0,0,0,1.704914994,15.75250014,24.50265327,309.0650602,56.82751152,1,0,0,0,5,0,42.86473988,102,2.71912277,22.37777338,24.96996602,309.4415494,57.67070791,0,0,0,0,5,0,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,06559a61-fe10-4acc-b3bd-ee37781435ea,PWPmUd3w8mo,432,0.015950093,0.031656728,0.008078549,0.015245154,0.021616914,0.008553654,644,4.99537037,1,0,0,0,0,46.69745958,91,0,1,0,0,0,0,7.70952594,24.82729266,26.67847255,318.7167776,95.35162095,1,0,0,0,5,0,45.78265896,91,10.61089211,25.2754477,27.33812422,318.7093677,94.9695523,0,0,0,0,5,0,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,065a6415-0c3d-4d2e-84ce-f5cd5cce30b9,GeyDf4ooPdo,341,0.387392313,0.77328366,0.03667932,0.081834917,0.211769806,0.00697928,21,3.005865103,1,0,0,0,0,81.21637427,163,0,0,0,0,0,0,12.0328714,24.65128126,28.75161079,153.0322271,106.2471932,1,0,0,0,3.747800587,1,25.92240117,46,15.23812951,36.47044464,49.85353909,289.5136728,0,1,0,0,0,3.788856305,33,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0678202f-7433-40ec-931c-cb010750f37a,kxLoycj4pJY,398,0.367872362,0.661927136,0.036880402,0.082255779,0.190305528,0.01049192,280,3.105527638,1,0,0,0,0,111.245614,225,0,0,0,0,0,0,2.224629784,6.36537582,8.62546969,169.2848121,113.6095889,0,1,0,0,4.248743719,2,35.54328733,62,6.686086131,26.56639347,37.44924881,356.6038256,9.224162857,2,0,0,0,4.306532663,76,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,06a0423c-af15-409a-ab50-cd78e085d5c7,C5rC8uAtiBc,363,0.096085186,0.228800705,0.013554042,0.030841653,0.045523159,0.009851449,672,4,0,0,0,0,0,66.3543956,129,0,0,0,0,0,0,6.685079815,24.59458438,28.83041364,209.3098035,117.3046327,0,0,0,0,4.454545455,3,27.3301238,51,16.43427882,62.99661659,88.09745849,272.064206,0,3,0,0,0,4.548209366,47,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,06af7ff0-f596-4141-b881-3034e8c55eb1,PWPmUd3w8mo,432,0.015950093,0.031656728,0.008078549,0.015245154,0.021616914,0.011098682,679,4.993055556,1,0,0,0,0,51.91454965,91,0,1,0,0,0,0,1.412881704,4.630084817,23.41241744,321.4930813,179.0621744,1,0,0,0,5,0,50.69132948,90,1.543321685,12.75373795,23.7680005,322.2111834,148.876649,0,0,0,0,5,0,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,074015c1-0b73-46e7-8e94-2202d97c8db2,PWPmUd3w8mo,432,0.015950093,0.031656728,0.008078549,0.015245154,0.021616914,0.007373839,546,4.99537037,1,0,0,0,0,44.74364896,108,0,1,0,0,0,0,2.222468269,14.97410503,17.5497841,311.4060425,58.08471838,1,0,0,0,5,0,43.78959538,108,2.074233031,16.02490978,17.62961888,311.544954,58.07253109,0,0,0,0,5,0,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,077633d7-959f-40a0-bf81-00085b712d72,vlDzYIIOYmM,242,0.391944331,0.782973223,0.037585675,0.083042799,0.214413223,0.004782795,385,4,0,7,13.92218804,97.45531625,16.32231406,5.284,14,2,0,30.60304092,1,0,12.54431743,145.8778156,314.1548882,330.4055628,0,0,0,0,0,0,3.380165289,2,15.28659794,35,14.48707092,65.5465684,106.1114939,129.4150775,0,2,0,0,0,3.47107438,86,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0793443f-268a-4cc6-b36c-6e27e7ed8b5c,xe-f4gokRBs,398,0.320061809,0.583676382,0.03689196,0.082803015,0.172432663,0.012110782,168,3.027638191,2,0,0,0,0,112.0651629,236,0,0,0,0,0,0,1.999740015,12.90832417,20.74798035,145.5857732,106.7991031,2,0,0,0,4.206030151,2,20.62233375,66,51.71172722,126.1366511,196.5760367,199.0557085,15.76624903,2,0,0,0,4.298994975,94,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0795c8a7-5d43-4b8c-9102-585c87e23012,xe-f4gokRBs,398,0.320061809,0.583676382,0.03689196,0.082803015,0.172432663,0.008007404,245,3.095477387,1,0,0,0,0,110.3007519,229,0,0,0,0,0,0,2.565358518,6.897449729,12.61016816,160.9609096,107.5899674,0,1,0,0,4.238693467,2,20.44667503,49,22.82816072,104.7375511,187.7475477,206.4644456,0,1,1,0,0,4.334170854,72,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,07f39082-7f34-4e0f-b776-ed15cc3a7ae9,rrlr02YDr5A,268,0.38188209,0.68288408,0.036969652,0.081589055,0.201824876,0.010298093,294,3.018656716,1,0,0,0,0,62.18959108,119,0,0,0,0,0,0,6.400962146,24.80565687,28.7891207,124.0924447,90.38990498,1,0,0,0,3.843283582,1,9.582867784,23,43.13065118,147.3865922,224.6338361,46.40217412,0,0,0,1,0,3.914179104,57,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,081184a4-444c-4d95-9d74-77872c230727,GUEZCxBcM78,311,0.372617946,0.743920566,0.036694585,0.082386512,0.188185338,0.007864241,196,3.067524116,2,0,0,0,0,64.8974359,123,0,0,0,0,0,0,2.111873488,4.576950985,11.63879499,180.8339351,99.75536921,2,0,0,0,3.665594855,1,24.56982343,47,7.515314511,20.14272524,60.08531089,239.4782211,0,1,0,0,0,3.745980707,83,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,08119966-c685-438a-ac78-99aa586e11a5,GeyDf4ooPdo,341,0.387392313,0.77328366,0.03667932,0.081834917,0.211769806,0.013146502,693,3,0,0,0,0,0,71.06432749,144,0,0,0,0,0,0,1.711408107,4.189558694,8.773840243,191.6739739,101.6064761,0,0,0,0,3.524926686,1,38.4875549,68,1.371481378,16.25193145,41.10619656,296.9989341,42.21863563,1,0,0,0,3.624633431,21,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0815363a-4ffa-4f58-86e9-861c07672c57,IyTv_SR2uUo,296,0.390249874,0.780597622,0.037499315,0.08259445,0.213628396,0.002309065,427,3.016891892,1,1,19.34366462,19.34366462,19.34366462,20.1442953,59,1,0,19.34366462,0,0,0,25.318848,77.45255347,154.224321,107.1008149,0,1,0,0,0,3.10472973,2,9.119730185,24,76.93242281,178.3053651,216.5013678,69.22164387,0,2,0,0,0,3.185810811,92,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0821715a-ad3d-4919-914b-d1295987b3d9,PeavKgzqRyI,371,0.14477848,0.273938501,0.015864812,0.051274969,0.069134131,0.007373839,546,3.973045822,1,0,0,0,0,66.62903226,141,0,1,0,0,0,0,1.707449329,4.846569743,11.96549582,222.369885,118.5572618,1,0,0,0,4.730458221,1,17.51144011,40,53.74165564,130.1704111,157.002527,179.0775891,0,1,0,0,0,4.760107817,45,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0880b443-2197-47db-b7a6-8ab704d749c1,vlDzYIIOYmM,242,0.391944331,0.782973223,0.037585675,0.083042799,0.214413223,0.005553554,434,4,0,8,16.46739605,131.7391684,25.81710112,5.733067729,20,3,0,60.94880235,2,0,24.5523901,161.697111,320.2871494,358.474005,0.046911529,0,0,0,0,0,3.161157025,3,9.026804124,25,61.24540176,141.816902,177.6960615,56.08547675,0,2,1,0,0,3.260330579,76,10,na,Sigmoid242_Sigmoid110_Softmax5
HASBRAIN,0888ff33-10f2-4320-a1c6-43fd3b584fb7,vlDzYIIOYmM,242,0.391944331,0.782973223,0.037585675,0.083042799,0.214413223,0.009202551,70,4,0,7,16.28751051,114.0125736,19.23881206,5.992,18,1,0,19.23881206,2,0,32.95585219,119.8775127,326.8380127,342.1056106,0.026245175,0,0,0,0,0,3.433884298,2,25.21237113,46,19.2589566,29.00020673,47.36565764,187.0823009,0,1,1,0,0,3.533057851,95,10,na,Sigmoid242_Sigmoid110_Softmax5
